平台,link,品牌,产品,型号,类别,价格,总评价数,好评率,好评数,中评数,差评数,追评数,晒图数,标题,产品ID,抓取时间
京东,https://item.jd.com/10085635629.html,千百媚（QBM）,千百媚（QBM）成人电动牙刷,千百媚（QBM） 【59元体验装】C02声波电动牙刷成人 充电震动自动牙刷 粉红色,家用电器,59.00,1800,0.95,1700,30,30,5,200,"千百媚（QBM） 【59元体验装】C02声波', ' 充电震动自动', ' 粉红色",10085635629,2018-05-17 23:54:40
京东,https://item.jd.com/20342698570.html,松下（Panasonic）,松下（Panasonic）成人电动牙刷,松下（Panasonic） 电动牙刷成人充电式声波震动牙刷 智能计时 细软毛刷 珍珠白EW-DM71-W,家用电器,269.00,60,1.0,60,0,0,2,0,"松下（Panasonic） ', '充电式声波震动', ' 智能计时 细软毛刷 珍珠白EW-DM71-W",20342698570,2018-05-17 23:54:40
京东,https://item.jd.com/16851836627.html,迪斯（Desleep）,迪斯（Desleep）成人电动牙刷,迪斯（Desleep）【一年免费换新】迪斯电动牙刷D12无线充电式声波震动 电动牙刷成人款 高级版 樱花粉,家用电器,199.00,1300,1.0,1300,0,0,2,20,"迪斯（Desleep）【一年免费换新】迪斯', 'D12无线充电式声波震动 ', '款 高级版 樱花粉",16851836627,2018-05-17 23:54:40
京东,https://item.jd.com/25714669103.html,ApiYoo,ApiYoo成人电动牙刷,ApiYoo 艾优 电动牙刷 Y8成人声波震动牙刷  情侣款男女通用 奢华黑 成人,家用电器,298.00,1200,0.99,1200,0,1,5,50,"艾优 ', ' Y8', '声波震动', '  情侣款男女通用 奢华黑",25714669103,2018-05-17 23:54:41
京东,https://item.jd.com/12416355063.html,千山,千山成人电动牙刷,【全机身防水】千山 成人声波电动牙刷男女士软毛智能儿童电动牙刷 5档调节 珍珠白,家用电器,188.80,3300,0.99,3300,5,6,10,90,"全机身防水】千山 ', '声波', '男女士软毛智能儿童', ' 5档调节 珍珠白",12416355063,2018-05-17 23:54:41
京东,https://item.jd.com/11702761439.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS）电动牙刷成人充电式青春系列声波震动牙刷HX6730非HX6761款 炫酷黒HX6223-配3支刷头,家用电器,439.00,70,1.0,70,0,0,0,2,"飞利浦（PHILIPS）', '充电式青春系列声波震动', 'HX6730非HX6761款 炫酷黒HX6223-配3支刷头",11702761439,2018-05-17 23:54:41
京东,https://item.jd.com/21801404427.html,美看（Mcomb）,美看（Mcomb）成人电动牙刷,美看（Mcomb） 香港美看A1成人电动牙刷 声波便携牙刷 美国杜邦刷毛 防水防尘超长续航 粉色（1+2刷头）,家用电器,89.00,20,1.0,20,0,0,1,2,"美看（Mcomb） 香港美看A1', ' 声波便携', ' 美国杜邦刷毛 防水防尘超长续航 粉色（1+2刷头",21801404427,2018-05-17 23:54:41
京东,https://item.jd.com/17283861768.html,ULIKE,ULIKE成人电动牙刷,ULIKE 电动牙刷成人充电式可控声波震动牙刷 金色,家用电器,269.00,50,1.0,50,0,0,0,1,"充电式可控声波震动', ' 金色",17283861768,2018-05-17 23:54:41
京东,https://item.jd.com/28122282844.html,langtian,langtian成人电动牙刷,langtian浪天电动牙刷成人家用情侣无需充电式声波自动牙刷软毛防水 象牙白-AA款标配,家用电器,119.90,30,1.0,30,0,0,0,10,"浪天', '家用情侣无需充电式声波自动', '软毛防水 象牙白-AA款标配",28122282844,2018-05-17 23:54:41
京东,https://item.jd.com/14541383062.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS）电动牙刷成人充电式声波震动牙刷蓝牙版 钻石亮白智能型 HX9954/52星空蓝,家用电器,1988.00,300,1.0,300,0,0,7,100,"飞利浦（PHILIPS）', '充电式声波震动', '蓝牙版 钻石亮白智能型 HX9954/52星空蓝",14541383062,2018-05-17 23:54:41
京东,https://item.jd.com/22205572133.html,千山,千山成人电动牙刷,【全机身防水】千山 电动牙刷 声波成人电动牙刷软毛智能情侣款男女士 升级款专用变色刷头 白色,家用电器,68.80,700,0.99,700,1,1,3,6,"全机身防水】千山 ', ' 声波', '软毛智能情侣款男女士 升级款专用变色刷头 白色",22205572133,2018-05-17 23:54:41
京东,https://item.jd.com/16635861802.html,ApiYoo,ApiYoo成人电动牙刷,ApiYoo 荷兰艾优电动牙刷成人 P7充电式声波震动牙刷 情侣款男女通用 冰晶粉 成人,家用电器,298.00,1100,0.99,1100,1,3,4,60,"荷兰艾优', ' P7充电式声波震动', ' 情侣款男女通用 冰晶粉",16635861802,2018-05-17 23:54:41
京东,https://item.jd.com/13465470212.html,千山,千山成人电动牙刷,【全机身防水】千山 成人声波电动牙刷男女士软毛智能儿童电动牙刷 升级款Q8情侣款,家用电器,368.80,3300,0.99,3300,5,6,10,90,"全机身防水】千山 ', '声波', '男女士软毛智能儿童', ' 升级款Q8情侣款",13465470212,2018-05-17 23:54:41
京东,https://item.jd.com/11165737745.html,素士,素士成人电动牙刷,素士 Soocare/声波电动牙刷 成人 小米生态链电动牙刷充电式声波震动牙刷防水 X3 【白金版】素士X3升级款,家用电器,269.00,4600,0.98,4500,40,40,50,600,"素士 Soocare/声波', ' ', ' 小米生态链', '充电式声波震动', '防水 X3 【白金版】素士X3升级款",11165737745,2018-05-17 23:54:41
京东,https://item.jd.com/17569427206.html,赫尔（HERR）,赫尔（HERR）成人电动牙刷,赫尔（HERR） 德国赫尔成人儿童充电式电动牙刷声波防水小孩宝宝自动牙刷3-6-12岁软毛 A3浅蓝色2支刷头,家用电器,59.00,3500,0.99,3500,9,7,6,100,"赫尔（HERR） 德国赫尔', '儿童充电式', '声波防水小孩宝宝自动', '3-6-12岁软毛 A3浅蓝色2支刷头",17569427206,2018-05-17 23:54:41
京东,https://item.jd.com/20345915002.html,牙护士（yahushi）,牙护士（yahushi）成人电动牙刷,牙护士（yahushi） 新款家用美白防水成人感应充电式软毛声波震动情侣电动牙刷 骑士黑,家用电器,519.00,50,1.0,50,0,0,0,10,"牙护士（yahushi） 新款家用美白防水', '感应充电式软毛声波震动情侣', ' 骑士黑",20345915002,2018-05-17 23:54:41
京东,https://item.jd.com/27528157324.html,网易严选,网易严选成人电动牙刷,网易严选 日式极简成人声波电动牙刷 黑色,家用电器,68.00,70,1.0,70,0,0,0,1,"网易严选 日式极简', '声波', ' 黑色",27528157324,2018-05-17 23:54:41
京东,https://item.jd.com/10085635630.html,千百媚（QBM）,千百媚（QBM）成人电动牙刷,千百媚（QBM） 【59元体验装】C02声波电动牙刷成人 充电震动自动牙刷 草绿色,家用电器,59.00,1800,0.95,1700,30,30,5,200,"千百媚（QBM） 【59元体验装】C02声波', ' 充电震动自动', ' 草绿色",10085635630,2018-05-17 23:54:41
京东,https://item.jd.com/27464740076.html,拜尔（BAIR）,拜尔（BAIR）成人电动牙刷,拜尔电动牙刷成人充电牙刷旋转自动软毛刷头防水牙刷R1 R1白,家用电器,158.00,60,1.0,60,0,0,1,0,"拜尔', '充电', '旋转自动软毛刷头防水', 'R1 R1白",27464740076,2018-05-17 23:54:41
京东,https://item.jd.com/1473459992.html,赛嘉（seago）,赛嘉（seago）成人电动牙刷,赛嘉（seago） 声波电动牙刷  成人自动牙刷 海之蓝,家用电器,39.00,9900,0.94,9300,300,200,30,1100,"赛嘉（seago） 声波', '  ', '自动', ' 海之蓝",1473459992,2018-05-17 23:54:42
京东,https://item.jd.com/17131180196.html,萌牙家（m-teeth）,萌牙家（m-teeth）成人电动牙刷,萌牙家（m-teeth） 萌牙家电动牙刷M-DW.1净白型声波震动充电式成人软毛牙刷 蔷薇红,家用电器,239.00,6200,0.99,6100,10,10,30,400,"萌牙家（m-teeth） 萌牙家', 'M-DW.1净白型声波震动充电式', '软毛', ' 蔷薇红",17131180196,2018-05-17 23:54:42
京东,https://item.jd.com/26623093632.html,SweetLF,SweetLF成人电动牙刷,SweetLF电动牙刷成人声波震动情侣自动牙刷刷头软毛充电防水美白口腔护理 象牙白 标配4个刷头,家用电器,219.00,1300,1.0,1300,0,0,0,10,"声波震动情侣自动', '刷头软毛充电防水美白口腔护理 象牙白 标配4个刷头",26623093632,2018-05-17 23:54:42
京东,https://item.jd.com/25816066629.html,舒客,舒客成人电动牙刷,舒客 Saky/舒客舒克成人声波电动牙刷美白去渍充电式充电电动牙刷G231X 樱花粉,家用电器,209.00,70,1.0,70,0,0,0,3,"舒客 Saky/舒客舒克', '声波', '美白去渍充电式充电', 'G231X 樱花粉",25816066629,2018-05-17 23:54:42
京东,https://item.jd.com/18254928389.html,BlingBelle,BlingBelle成人电动牙刷,BlingBelle 德国贝儿硅胶电动牙刷成人 充电式声波震动贝尔电动牙刷 粉红色,家用电器,88.00,1300,0.99,1300,5,5,3,80,"德国贝儿硅胶', ' 充电式声波震动贝尔', ' 粉红色",18254928389,2018-05-17 23:54:42
京东,https://item.jd.com/14192705862.html,小米（MI）,小米（MI）成人电动牙刷,【速发】素士小米声波电动牙刷 米家智能防水震动充电式自动家用软毛成人牙刷头 素士牙刷X3白金版,家用电器,239.00,2500,0.99,2500,10,10,7,70,"速发】素士小米声波', ' 米家智能防水震动充电式自动家用软毛', '头 素士', 'X3白金版",14192705862,2018-05-17 23:54:42
京东,https://item.jd.com/27136674034.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦电动牙刷飞利浦超声波震动充电式360度旋转成人儿童HX3216 HX3216/01浅蓝色,家用电器,169.00,20,1.0,20,0,0,1,3,"飞利浦', '飞利浦超声波震动充电式360度旋转', '儿童HX3216 HX3216/01浅蓝色",27136674034,2018-05-17 23:54:42
京东,https://item.jd.com/27898085196.html,西铁城（CITIZEN）,西铁城（CITIZEN）成人电动牙刷,西铁城（CITIZEN） 日本西铁城成人声波震动防水软毛细毛电动牙刷 EHS313,家用电器,165.00,800,1.0,800,0,0,0,2,"西铁城（CITIZEN） 日本西铁城', '声波震动防水软毛细毛', ' EHS313",27898085196,2018-05-17 23:54:42
京东,https://item.jd.com/22603123496.html,小米（MI）,小米（MI）成人电动牙刷,小米（MI） 素士(SOOCAS)电动牙刷 小米生态链 成人充电式声波震动自动牙刷 X3黑金升级版,家用电器,269.00,200,0.97,200,2,3,1,10,"小米（MI） 素士(SOOCAS)', ' 小米生态链 ', '充电式声波震动自动', ' X3黑金升级版",22603123496,2018-05-17 23:54:42
京东,https://item.jd.com/16429868621.html,美看（Mcomb）,美看（Mcomb）成人电动牙刷,香港Mcomb（美看）声波电动牙刷 磁悬浮马达 感应式充电 智能定时 成人防水电动牙刷 白色 五档,家用电器,289.00,1700,0.99,1700,3,0,0,50,"香港Mcomb（美看）声波', ' 磁悬浮马达 感应式充电 智能定时 ', '防水', ' 白色 五档",16429868621,2018-05-17 23:54:42
京东,https://item.jd.com/19097852534.html,小米（MI）,小米（MI）成人电动牙刷,【速发】素士小米声波电动牙刷 米家智能防水震动充电式自动家用软毛成人牙刷头 素士牙刷青春版,家用电器,169.00,2500,0.99,2500,10,10,7,70,"速发】素士小米声波', ' 米家智能防水震动充电式自动家用软毛', '头 素士', '青春版",19097852534,2018-05-17 23:54:42
京东,https://item.jd.com/17979568570.html,力博得（LEBOND）,力博得（LEBOND）成人电动牙刷,力博得（LEBOND） 四季 电动牙刷成人 声波自动牙刷家用 充电式 四季悦光-白色,家用电器,169.00,40,1.0,40,0,0,1,4,"力博得（LEBOND） 四季 ', ' 声波自动', '家用 充电式 四季悦光-白色",17979568570,2018-05-17 23:54:42
京东,https://item.jd.com/11879854696.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 声波震动电动牙刷头 成人适用HX3216/6730/9352等 HX6063/05 粉钻白钻金钻标准三支装,家用电器,168.00,20,0.96,20,0,1,0,3,"飞利浦（PHILIPS） 声波震动', '头 ', '适用HX3216/6730/9352等 HX6063/05 粉钻白钻金钻标准三支装",11879854696,2018-05-17 23:54:42
京东,https://item.jd.com/27470632979.html,Abuwu,Abuwu成人电动牙刷,Abuwu 电动牙刷成人刷头儿童情侣男女通用防水自动3D声波式震动五重模式充电式软毛 少女粉*3刷头,家用电器,258.00,500,1.0,500,0,0,0,20,刷头儿童情侣男女通用防水自动3D声波式震动五重模式充电式软毛 少女粉*3刷头,27470632979,2018-05-17 23:54:42
京东,https://item.jd.com/17978279648.html,力博得（LEBOND）,力博得（LEBOND）成人电动牙刷,力博得（LEBOND） V2 声波电动牙刷成人 声波振动 充电智能防水软毛牙刷 数控版-清爽蓝,家用电器,229.00,11000,0.99,11000,30,30,20,300,"力博得（LEBOND） V2 声波', ' 声波振动 充电智能防水软毛', ' 数控版-清爽蓝",17978279648,2018-05-17 23:54:42
京东,https://item.jd.com/4773984.html,oralshark,oralshark成人电动牙刷,oralsharkG1,家用电器,279.00,3800,0.99,3800,10,10,20,500,"大鲨鱼（Oralshark）', 'G1 充电式', '声波震动自动', ' 卓越白",4773984,2018-05-17 23:54:43
京东,https://item.jd.com/4791598.html,oralshark,oralshark成人电动牙刷,oralsharkG1,家用电器,279.00,3800,0.99,3800,10,10,20,500,"大鲨鱼（Oralshark）', 'G1 充电式', '声波震动自动', ' 芭比粉",4791598,2018-05-17 23:54:43
京东,https://item.jd.com/27463698084.html,拜尔（BAIR）,拜尔（BAIR）成人电动牙刷,拜尔电动牙刷声波成人充电式震动防水软毛家用牙刷A9 A9蓝色,家用电器,148.00,50,1.0,50,0,0,0,1,"拜尔', '声波', '充电式震动防水软毛家用', 'A9 A9蓝色",27463698084,2018-05-17 23:54:43
京东,https://item.jd.com/27463698085.html,拜尔（BAIR）,拜尔（BAIR）成人电动牙刷,拜尔电动牙刷声波成人充电式震动防水软毛家用牙刷A9 A9粉色,家用电器,148.00,50,1.0,50,0,0,0,1,"拜尔', '声波', '充电式震动防水软毛家用', 'A9 A9粉色",27463698085,2018-05-17 23:54:43
京东,https://item.jd.com/19675091070.html,飞利浦（Philips）,飞利浦（Philips）成人电动牙刷,飞利浦（Philips） 电动牙刷HX6712 成人充电式声波震动牙刷 清洁净白双模式,家用电器,389.00,100,0.99,100,0,1,0,2,"飞利浦（Philips） ', 'HX6712 ', '充电式声波震动', ' 清洁净白双模式",19675091070,2018-05-17 23:54:43
京东,https://item.jd.com/10568122689.html,金鼎（JINDING）,金鼎（JINDING）成人电动牙刷,声波电动牙刷 成人儿童家用防水 白色,家用电器,29.90,60,0.98,60,1,0,0,3,"声波', ' ', '儿童家用防水 白色",10568122689,2018-05-17 23:54:43
京东,https://item.jd.com/1727376069.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷HX3130 声波震动感应充电 儿童成人均可使用,家用电器,179.00,200,0.98,200,1,2,0,40,"飞利浦（PHILIPS） ', 'HX3130 声波震动感应充电 儿童', '均可使用",1727376069,2018-05-17 23:54:43
京东,https://item.jd.com/10141173720.html,欧乐B（Oral-B）,欧乐B（Oral-B）成人电动牙刷,欧乐B（Oral-B） 博朗（BRAUN）德国原装进口 成人声波升级D16 3D电动牙刷 粉色,家用电器,279.00,100,0.98,100,1,1,0,10,"欧乐B（Oral-B） 博朗（BRAUN）德国原装进口 ', '声波升级D16 3D', ' 粉色",10141173720,2018-05-17 23:54:43
京东,https://item.jd.com/11867502212.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,【领劵减20】飞利浦电动牙刷成人充电式软毛声波震动牙刷头 生日礼物 HX3216/31 果绿,家用电器,199.00,1100,0.99,1100,3,7,6,80,"领劵减20】飞利浦', '充电式软毛声波震动', '头 生日礼物 HX3216/31 果绿",11867502212,2018-05-17 23:54:43
京东,https://item.jd.com/6971672.html,力博得（Lebond）,力博得（Lebond）成人电动牙刷,力博得情侣礼盒,家用电器,299.00,30,1.0,30,0,0,0,0,"力博得（Lebond）声波', ' ', '充电式亮白型 情侣礼盒款两支装', ' （蓝色+红色",6971672,2018-05-17 23:54:43
京东,https://item.jd.com/20345915005.html,牙护士（yahushi）,牙护士（yahushi）成人电动牙刷,牙护士（yahushi） 新款家用美白防水成人感应充电式软毛声波震动情侣电动牙刷 桃花粉,家用电器,519.00,50,1.0,50,0,0,0,10,"牙护士（yahushi） 新款家用美白防水', '感应充电式软毛声波震动情侣', ' 桃花粉",20345915005,2018-05-17 23:54:43
京东,https://item.jd.com/1473459994.html,赛嘉（seago）,赛嘉（seago）成人电动牙刷,赛嘉（seago） 声波电动牙刷  成人自动牙刷 梦之粉,家用电器,39.00,9900,0.94,9300,300,200,30,1100,"赛嘉（seago） 声波', '  ', '自动', ' 梦之粉",1473459994,2018-05-17 23:54:43
京东,https://item.jd.com/17979568569.html,力博得（LEBOND）,力博得（LEBOND）成人电动牙刷,力博得（LEBOND） 四季 电动牙刷成人 声波自动牙刷家用 充电式 四季悦光-黑色,家用电器,169.00,40,1.0,40,0,0,1,4,"力博得（LEBOND） 四季 ', ' 声波自动', '家用 充电式 四季悦光-黑色",17979568569,2018-05-17 23:54:43
京东,https://item.jd.com/28007993706.html,小米（MI）,小米（MI）成人电动牙刷,【现货速发】小米 米家声波电动牙刷家用智能成人防水充电式震动牙刷 米家声波电动小米牙刷头(通用型)3支装,家用电器,69.00,300,0.99,300,2,0,0,10,"现货速发】小米 米家声波', '家用智能', '防水充电式震动', ' 米家声波', '小米', '头(通用型)3支装",28007993706,2018-05-17 23:54:43
京东,https://item.jd.com/16635861801.html,ApiYoo,ApiYoo成人电动牙刷,ApiYoo 荷兰艾优电动牙刷成人 P7充电式声波震动牙刷 情侣款男女通用 皓齿白 成人,家用电器,298.00,1100,0.99,1100,1,3,4,60,"荷兰艾优', ' P7充电式声波震动', ' 情侣款男女通用 皓齿白",16635861801,2018-05-17 23:54:43
京东,https://item.jd.com/15420701262.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 声波电动牙刷HX3226 成人充电式声波震动牙刷美白亮牙礼品 情侣两支套装（蓝与粉）,家用电器,438.00,2600,0.99,2600,7,10,10,100,"飞利浦（PHILIPS） 声波', 'HX3226 ', '充电式声波震动', '美白亮牙礼品 情侣两支套装（蓝与粉",15420701262,2018-05-17 23:54:43
京东,https://item.jd.com/26384658815.html,牙护士（yahushi）,牙护士（yahushi）成人电动牙刷,牙护士（yahushi） 新款家用5档调节美白防水成人感应充电式声波震动电动牙刷 黑色,家用电器,539.00,20,1.0,20,0,0,0,0,"牙护士（yahushi） 新款家用5档调节美白防水', '感应充电式声波震动', ' 黑色",26384658815,2018-05-17 23:54:43
京东,https://item.jd.com/26806554626.html,PHILIPS,PHILIPS成人电动牙刷,飞利浦（PHILIPS）电动牙刷成人声波震动充电式自动智能家用 两分钟智能计时全身防水 HX3216/01浅蓝色,家用电器,174.00,100,1.0,100,0,0,0,1,"飞利浦（PHILIPS）', '声波震动充电式自动智能家用 两分钟智能计时全身防水 HX3216/01浅蓝色",26806554626,2018-05-17 23:54:43
京东,https://item.jd.com/19149620543.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷HX3216成人充电声波式震动牙刷智能净白牙齿3226 HX3216浅绿色,家用电器,188.00,600,0.99,600,0,1,2,30,"飞利浦（PHILIPS） ', 'HX3216', '充电声波式震动', '智能净白牙齿3226 HX3216浅绿色",19149620543,2018-05-17 23:54:43
京东,https://item.jd.com/16339216002.html,松下（Panasonic）,松下（Panasonic）成人电动牙刷,松下（Panasonic） EW-DM71 声波充电式电动牙刷 成人 全身水洗 替换刷头WEW0972,家用电器,62.00,100,1.0,100,0,0,1,9,"松下（Panasonic） EW-DM71 声波充电式', ' ', ' 全身水洗 替换刷头WEW0972",16339216002,2018-05-17 23:54:43
京东,https://item.jd.com/10473172943.html,欧乐-B,欧乐-B成人电动牙刷,欧乐B(Oral-B) 多动向电池型成人电动牙刷 （颜色随机发) 欧乐B多动向1主体5刷头,家用电器,139.00,700,0.98,700,5,6,7,60,"欧乐B(Oral-B) 多动向电池型', ' （颜色随机发) 欧乐B多动向1主体5刷头",10473172943,2018-05-17 23:54:43
京东,https://item.jd.com/17158414668.html,萌牙家（m-teeth）,萌牙家（m-teeth）成人电动牙刷,萌牙家（m-teeth） 萌牙家电动牙刷m-sj301极净型声波震动软毛成人充电式牙刷 皓月白,家用电器,199.00,1200,0.99,1100,5,5,3,100,"萌牙家（m-teeth） 萌牙家', 'm-sj301极净型声波震动软毛', '充电式', ' 皓月白",17158414668,2018-05-17 23:54:43
京东,https://item.jd.com/28122282843.html,langtian,langtian成人电动牙刷,langtian浪天电动牙刷成人家用情侣无需充电式声波自动牙刷软毛防水 桃花粉-AA款标配,家用电器,119.90,30,0.97,30,1,0,0,10,"浪天', '家用情侣无需充电式声波自动', '软毛防水 桃花粉-AA款标配",28122282843,2018-05-17 23:54:43
京东,https://item.jd.com/1726485728.html,赛嘉（seago）,赛嘉（seago）成人电动牙刷,赛嘉（seago） 电动牙刷家用成人自动声波震动牙刷软毛情侣款 亲民款（海之蓝）,家用电器,39.00,7600,0.93,7100,300,200,10,700,"赛嘉（seago） ', '家用', '自动声波震动', '软毛情侣款 亲民款（海之蓝",1726485728,2018-05-17 23:54:43
京东,https://item.jd.com/10711188498.html,同同家（TTJ）,同同家（TTJ）成人电动牙刷,同同家（TTJ） 电动牙刷T9 成人充电式牙刷情侣 自动牙刷 儿童防水声波电动牙刷 玫瑰金,家用电器,199.00,9300,0.98,9200,60,30,30,700,"同同家（TTJ） ', 'T9 ', '充电式', '情侣 自动', ' 儿童防水声波', ' 玫瑰金",10711188498,2018-05-17 23:54:44
京东,https://item.jd.com/15646510113.html,西屋（Westinghouse）,西屋（Westinghouse）成人电动牙刷,西屋（Westinghouse） 美国电动牙刷成人充电式声波震动儿童自动牙刷头软毛防水 WT01(WT301系列专用刷头),家用电器,129.00,300,1.0,300,0,0,0,6,"西屋（Westinghouse） 美国', '充电式声波震动儿童自动', '头软毛防水 WT01(WT301系列专用刷头",15646510113,2018-05-17 23:54:44
京东,https://item.jd.com/22473554072.html,松下（Panasonic）,松下（Panasonic）成人电动牙刷,松下（Panasonic） EW-DS18声波电动牙刷家用声波振动成人自动牙刷软毛 刷头WEW0966,家用电器,48.00,80,1.0,80,0,0,0,4,"松下（Panasonic） EW-DS18声波', '家用声波振动', '自动', '软毛 刷头WEW0966",22473554072,2018-05-17 23:54:44
京东,https://item.jd.com/1006823668.html,赛嘉（seago）,赛嘉（seago）成人电动牙刷,赛嘉（seago） 成人两档变频声波电动牙刷 梦之粉,家用电器,68.00,3700,0.94,3500,100,60,10,200,"赛嘉（seago） ', '两档变频声波', ' 梦之粉",1006823668,2018-05-17 23:54:44
京东,https://item.jd.com/25595464690.html,舒客,舒客成人电动牙刷,舒客 G241X成人声波电动牙刷美白去渍充电声波牙刷 充电式全身防水软毛护龈清洁 深空灰,家用电器,288.00,100,0.98,100,0,2,0,6,"舒客 G241X', '声波', '美白去渍充电声波', ' 充电式全身防水软毛护龈清洁 深空灰",25595464690,2018-05-17 23:54:44
京东,https://item.jd.com/16789945192.html,飞利浦（PHILIP）,飞利浦（PHILIP）成人电动牙刷,飞利浦（PHILIPS） 电动牙刷 成人声波震动牙刷 上下震动刷 HX6761 粉色主机 赠旅行盒,家用电器,349.00,1300,0.99,1300,3,4,6,60,"飞利浦（PHILIPS） ', ' ', '声波震动', ' 上下震动刷 HX6761 粉色主机 赠旅行盒",16789945192,2018-05-17 23:54:44
京东,https://item.jd.com/4508261.html,oralshark,oralshark成人电动牙刷,oralsharkK117,家用电器,299.00,600,0.99,600,3,2,3,70,"大鲨鱼（Oralshark）', 'K117 ', '充电式声波自动震动', ' 皓月白",4508261,2018-05-17 23:54:44
京东,https://item.jd.com/16851836630.html,迪斯（Desleep）,迪斯（Desleep）成人电动牙刷,迪斯（Desleep）【一年免费换新】迪斯电动牙刷D12无线充电式声波震动 电动牙刷成人款 高级版 魅影黑,家用电器,199.00,1300,1.0,1300,0,0,2,20,"迪斯（Desleep）【一年免费换新】迪斯', 'D12无线充电式声波震动 ', '款 高级版 魅影黑",16851836630,2018-05-17 23:54:44
京东,https://item.jd.com/27464740077.html,拜尔（BAIR）,拜尔（BAIR）成人电动牙刷,拜尔电动牙刷成人充电牙刷旋转自动软毛刷头防水牙刷R1 R1黑,家用电器,158.00,60,1.0,60,0,0,1,0,"拜尔', '充电', '旋转自动软毛刷头防水', 'R1 R1黑",27464740077,2018-05-17 23:54:44
京东,https://item.jd.com/12196677603.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,飞利浦（PHILIPS）)电动牙刷成人 感应充电 声波震动 HX9021 刷头  （通用）,家用电器,69.00,90,0.98,90,1,0,0,10,"飞利浦（PHILIPS）)', ' 感应充电 声波震动 HX9021 刷头  （通用",12196677603,2018-05-17 23:54:44
京东,https://item.jd.com/4773964.html,oralshark,oralshark成人电动牙刷,oralsharkG1,家用电器,279.00,3800,0.99,3800,10,10,20,500,"大鲨鱼（Oralshark）', 'G1 充电式', '声波震动自动', ' 幻影黑",4773964,2018-05-17 23:54:44
京东,https://item.jd.com/14979513028.html,飞利浦（PHILIPS）,飞利浦（PHILIPS）成人电动牙刷,【情人节礼物】飞利浦（PHILIPS） 电动牙刷成人充电式声波震动钻石亮白型 新品上市 HX9924/12钛金黑-APP智能蓝牙连接,家用电器,1799.00,600,0.99,600,0,1,30,200,"情人节礼物】飞利浦（PHILIPS） ', '充电式声波震动钻石亮白型 新品上市 HX9924/12钛金黑-APP智能蓝牙连接",14979513028,2018-05-17 23:54:45
京东,https://item.jd.com/19569109600.html,Joincare,Joincare成人电动牙刷,Joincare 声波电动牙刷成人家用充电式无线声波震动自动智能定时防水亮白软毛情侣洁牙 皓月白（共4只原装刷头）,家用电器,199.00,700,1.0,700,0,0,3,50,"声波', '家用充电式无线声波震动自动智能定时防水亮白软毛情侣洁牙 皓月白（共4只原装刷头",19569109600,2018-05-17 23:54:45
京东,https://item.jd.com/26447522193.html,seago,seago成人电动牙刷,seago 电动牙刷成人520情侣款充电式自动声波震动牙刷防水软毛 口腔护理 E4- 星耀白（共8刷头）,家用电器,179.00,400,0.98,400,3,4,2,30,"情侣款充电式自动声波震动', '防水软毛 口腔护理 E4- 星耀白（共8刷头",26447522193,2018-05-17 23:54:45
京东,https://item.jd.com/26187951857.html,欧乐B（Oral-B）,欧乐B（Oral-B）成人电动牙刷,欧乐B（Oral-B）德国进口博朗欧乐b电动牙刷成人情侣3D充电式旋转式牙刷D16 蓝色+粉色两只装,家用电器,530.00,100,0.99,100,0,1,0,2,"欧乐B（Oral-B）德国进口博朗欧乐b', '情侣3D充电式旋转式', 'D16 蓝色+粉色两只装",26187951857,2018-05-17 23:54:45
京东,https://item.jd.com/17160125489.html,罗曼（ROAMAN）,罗曼（ROAMAN）成人电动牙刷,罗曼（ROAMAN） 电动牙刷RM-8872 3D声波震动牙刷成人充电式五档美白 钢琴白,家用电器,329.00,70,1.0,70,0,0,0,0,"罗曼（ROAMAN） ', 'RM-8872 3D声波震动', '充电式五档美白 钢琴白",17160125489,2018-05-17 23:54:45
京东,https://item.jd.com/5270617.html,博朗（BRAUN）,博朗（BRAUN）成人电动牙刷,博朗P6500 黑色,家用电器,699.00,15000,0.97,15000,100,100,60,1800,"博朗 欧乐B（Oralb）智能', ' 3D声波震动', '充电式', ' iBrush6500 黑色",5270617,2018-05-17 23:54:45
京东,https://item.jd.com/17122855125.html,迪斯（Desleep）,迪斯（Desleep）成人电动牙刷,迪斯（Desleep） 美国声波式电动牙刷成人充电式电动牙刷DE-D12 樱花粉,家用电器,399.00,3,1.0,3,0,0,0,0,"迪斯（Desleep） 美国声波式', '充电式', 'DE-D12 樱花粉",17122855125,2018-05-17 23:54:45
